pageid	revid	ordered_class
17572143	214969887	Stub
17615431	214974757	B
11732734	215031569	Start
1457902	215040722	Stub
11474170	215042829	GA
43352	215046617	B
17621048	215050390	Stub
8436299	215061528	Start
12727238	215115801	Stub
16198081	215143488	FA
30502	215143736	FA
12014603	215143852	FA
8083	215170481	GA
17622634	215178748	B
415405	215180591	FA
17619374	215181315	Start
17629085	215183833	Start
6486172	215199259	GA
13760174	215203935	FA
195380	215230259	B
3470725	215267976	GA
1123160	215281185	B
8311	215281507	FA
5196391	215305160	C
8642033	215308728	B
14983958	215315876	Stub
16084060	215317225	Stub
10905960	215328039	GA
17642309	215338020	Stub
12398499	215351221	B
16217	215380021	FA
29920	215382508	B
1600858	215396443	FA
13740467	215402439	FA
436950	215450027	GA
14249670	215493621	FA
4902413	215573745	B
4779630	215607697	FA
4773025	215630945	B
2815243	215637572	B
10414391	215654826	Stub
1171278	215726442	B
9228	215731320	FA
12424	215817251	B
12479	215822117	C
5159393	215842090	GA
13161970	215849536	Stub
15602761	215858477	Stub
153664	215887916	FA
5589344	215887986	FA
128158	215888054	FA
804238	215912117	GA
362206	215939737	C
9615726	215958342	Start
17870422	216002673	GA
17687298	216010730	Stub
6704750	216014567	Start
5865148	216026396	C
48274	216040301	GA
16076563	216113945	B
226426	216241442	B
6979740	216252318	B
2022183	216310748	B
10806159	216359247	FA
7076238	216369686	Stub
2815364	216379879	Stub
118723	216391083	Stub
16831456	216438198	Stub
17723233	216493975	B
10019967	216519104	C
17711199	216525977	B
17513390	216554553	B
743077	216563722	B
7252050	216575336	Stub
15883575	216583347	Stub
5362410	216638798	Start
7098429	216679359	Stub
10895318	216697251	Start
15832787	216747654	B
17714899	216748663	B
2919649	216760005	Stub
5632489	216764942	GA
7510636	216786279	FA
16987358	216804232	GA
9114494	216854482	B
6450744	216886881	Stub
17146162	216953492	Stub
12461683	216967557	FA
553588	216967652	FA
2258634	216967926	FA
271149	216968032	FA
334532	216968282	FA
1996773	217050479	B
1501888	217113786	Stub
22121709	217203567	B
16424067	217226382	Stub
16425927	217227615	Stub
16429101	217230090	Stub
16443163	217231883	Stub
16443384	217232053	Stub
16453511	217234412	Stub
16468198	217236570	Stub
16469029	217236969	Stub
16470652	217237573	Stub
16476161	217238413	Stub
16476172	217238423	Stub
16476638	217238810	Stub
17783288	217274986	Stub
3306498	217277626	C
2958305	217295096	Stub
16663625	217367459	GA
15776382	217401225	B
14662899	217418488	GA
799139	217533005	GA
5560362	217548616	B
15406525	217573092	Start
4446772	217602544	GA
4337705	217655456	FA
5778038	217655626	FA
2119611	217690268	Stub
1470431	217708107	B
12070507	217713374	GA
7437846	217729872	Start
11377826	217730729	B
11847030	217730878	Start
9309538	217752378	B
17338329	217774609	GA
10501917	217823535	C
5813145	217854666	C
18842022	217868104	FA
1507839	217868408	FA
13753137	217940971	Stub
17841011	217976980	Stub
674486	217998557	Start
15641513	218073705	Stub
36885	218082098	GA
1358035	218095351	Start
5653238	218102308	FA
5233321	218102577	FA
430439	218121444	C
16059404	218128283	GA
99418	218139782	C
4833652	218141950	GA
1562459	218170985	Start
13863571	218181903	Stub
760372	218209714	C
4292657	218227630	B
14138517	218245955	Stub
14166704	218258677	Stub
724210	218261067	C
14179559	218261339	Start
4171598	218266390	Start
2013810	218272941	GA
10515461	218279470	B
3535188	218290385	GA
17805787	218291284	GA
291301	218313605	GA
9549	218324551	FA
5492393	218330219	Stub
11284981	218352125	B
17273637	218367991	Start
17870285	218380901	Start
2796131	218403879	B
3670895	218411720	C
4772764	218412034	Start
14723240	218434141	Stub
14723870	218434898	Stub
14726088	218436106	Stub
14755888	218441274	Start
17877548	218458880	Start
176747	218477081	GA
14756913	218488612	Stub
14756973	218488628	Start
14760782	218490858	Stub
14762103	218492362	Stub
8662603	218512916	GA
2503	218530238	B
124948	218561483	B
2131216	218579914	GA
17806548	218584349	GA
14814220	218591014	Stub
14817666	218592541	Stub
14875888	218597458	Stub
14880945	218604546	Stub
15071039	218623388	Stub
15220439	218635090	Stub
16928187	218640484	C
44944	218699014	B
30337	218708856	B
2444439	218741028	C
14908547	218769414	GA
17569430	218795079	Start
3099147	218888947	B
8100952	218903873	Start
17878679	218905615	Stub
11685735	218931115	Start
10254575	218937292	B
13174556	218982306	Stub
17711102	218986193	FA
40396	218986321	FA
781005	218986427	FA
556222	219011007	B
13157084	219026349	Stub
21694	219030755	FA
340757	219086827	B
2748547	219105708	FA
15808105	219106734	FA
11382	219124472	B
2468451	219193768	GA
2739732	219210765	Start
17535894	219217888	Start
1844136	219260514	C
14272113	219270852	GA
5345650	219298208	B
22444	219300768	B
10787636	219331130	Stub
1273	219347618	FA
13774815	219347645	Stub
9939796	219359157	B
17922428	219365915	Stub
17523179	219378552	B
10579212	219427673	FA
14845291	219437559	Stub
8145410	219455510	FA
14095404	219529669	Stub
12915093	219555379	Stub
16972981	219560390	FA
5119416	219574350	Start
13226296	219580921	B
17194836	219591810	FA
17655420	219601399	FA
14624670	219605674	Stub
7884988	219619301	C
2844	219620757	GA
13386876	219751615	GA
14928790	219765813	Stub
16470542	219779703	Stub
16429569	219783018	Stub
70841	219798432	B
136905	219819058	B
13171354	219884685	Stub
849375	219894087	B
31649	219899973	B
17770644	219928343	Stub
17984867	219949414	B
1819809	219966578	FA
650582	219967683	FA
1215089	219968425	FA
43824	219969046	FA
3017227	219986542	Stub
63563	219995041	B
9335254	220014412	GA
3595123	220019367	GA
3584116	220046588	Stub
18952739	220103408	B
12755833	220125497	Stub
12886030	220158762	C
5604201	220176769	B
13561524	220184945	Stub
202840	220203868	B
349458	220240735	B
14834557	220263632	Stub
2184802	220266461	B
1638961	220272912	C
17214829	220273587	FA
649131	220274966	FA
15112229	220291423	Stub
2187254	220301478	B
2691288	220315441	Start
10390350	220326979	C
14601636	220327620	Start
4586731	220388977	C
18026315	220416385	Stub
151438	220422978	FA
1326400	220424460	FA
17020080	220438474	GA
18027381	220470228	B
634267	220496028	GA
558084	220497457	GA
4091412	220509560	Stub
8844769	220516664	B
14711664	220582690	GA
14342647	220586573	B
1049307	220594175	Start
18046495	220630717	Stub
1732213	220634294	Start
12880809	220651956	Stub
9368442	220681737	Stub
67668	220714808	C
18054718	220748277	Start
3427182	220765935	GA
12213346	220783100	Start
485156	220833124	B
18066796	220885881	Stub
14873111	220901340	C
15340830	220923598	GA
537961	220969779	GA
16025722	220970128	Stub
9036783	220973647	Stub
1500821	220997151	Start
16720544	221009490	C
1383899	221021744	C
4149772	221025777	C
17861608	221036071	FA
5948523	221037379	FA
850604	221037618	FA
149896	221038082	FA
443800	221065460	GA
14351961	221076468	FA
80880	221085592	FA
556344	221085778	FA
172764	221086056	FA
16351897	221095457	Stub
1226482	221152150	C
9441916	221169137	Stub
8741242	221312262	Start
18100397	221315218	Stub
989653	221331836	B
12548935	221341720	Stub
17375601	221342697	FA
1902	221343026	FA
12461697	221343404	FA
16032292	221345506	Stub
393674	221365860	C
1959551	221376291	C
6777489	221396673	B
357639	221406786	B
635388	221448067	GA
18113169	221467379	Stub
5319302	221492193	Start
12623307	221516569	C
16001058	221524964	Stub
39058	221530885	C
10510304	221550928	FA
1866679	221551135	FA
1332321	221551274	FA
7774469	221600687	B
14101920	221613192	GA
4780486	221621813	B
5011063	221680032	B
16749611	221701498	GA
9258438	221735763	Stub
14689309	221763958	Stub
15377003	221783743	B
29782	221834068	GA
5574761	221840401	Stub
485780	221846237	Stub
18064578	221856742	Stub
140432	221884774	C
11060111	221904354	Start
55380	221933702	C
2652337	221964130	Start
2270615	222037334	C
2581882	222061765	C
27885687	222097790	FA
16365141	222097978	FA
1503669	222098430	FA
31647	222121947	B
1961816	222186912	C
6806235	222203919	B
12075498	222218283	Start
654818	222227978	FA
17733227	222228073	FA
34542	222228281	FA
16229862	222231724	GA
2925399	222272458	Stub
3779011	222303942	B
1301580	222336073	C
87021	222344993	FA
8861687	222345715	FA
2173042	222366552	B
4657911	222369411	GA
25103025	222382699	FA
3685616	222382838	FA
1519416	222383069	FA
11239884	222473092	C
1168834	222476685	GA
18199219	222556921	Stub
11496132	222559043	B
1047459	222562949	C
15110809	222605038	C
16964611	222622536	Stub
4842005	222631499	Start
11940432	222644059	Stub
367282	222650706	B
65627	222681592	B
166521	222686487	Start
14079726	222691075	Stub
14405704	222719898	GA
423155	222727328	FA
18217977	222787250	Start
983733	222836798	C
18189306	222866178	Stub
17678925	222885423	GA
144949	222901479	B
11788892	222981066	GA
21786170	223001384	GA
10842487	223032966	B
16886735	223051483	Stub
19179592	223067167	FA
816344	223067332	FA
1780305	223069514	C
634143	223082813	C
230185	223123402	B
14795337	223139303	C
10306471	223163052	C
16893967	223175591	Start
11542431	223184570	C
9607460	223196463	B
18146090	223199420	Stub
1710426	223212376	C
39075	223215703	C
17943605	223220946	FA
1047196	223252239	Start
18261760	223255715	Stub
2200635	223279129	Start
11963427	223314222	Stub
2322845	223328998	Start
14071	223333259	B
16461859	223374703	Stub
6211811	223406293	Stub
38851	223428041	Start
1016889	223459330	Stub
126271	223463139	GA
12118506	223480918	Start
9684197	223501063	Start
2102617	223570550	GA
17180190	223587027	FA
6276019	223587141	FA
16823078	223588607	GA
15518776	223592727	Stub
14242865	223635097	C
18293986	223636807	Stub
1139668	223646659	Stub
1562949	223665488	C
6950726	223668754	C
17863629	223691893	Start
2853861	223704661	C
18300360	223727090	Stub
15868825	223740757	Stub
17904353	223750404	B
5826391	223766187	GA
17807289	223766699	GA
17601646	223775030	FA
17481711	223775147	FA
764772	223775489	FA
17430944	223784705	C
16666993	223788407	Start
15134976	223792194	B
1631451	223792448	C
18305143	223794577	Start
17523442	223795191	Start
15617503	223825831	Start
1186092	223828321	B
939237	223833487	C
3947779	223856359	GA
2141312	223887777	FA
21140	223887903	FA
12965705	223903880	Start
247156	223915228	GA
841	223924051	C
12601104	223926668	Start
2854244	223931577	Start
15879908	223955636	C
1274258	224030794	Start
5355527	224048005	Stub
1930814	224056943	B
184136	224068558	GA
392211	224073164	C
7906249	224084757	Start
18325911	224103275	Stub
2233640	224105551	GA
2293376	224126631	Stub
1531942	224189766	GA
167046	224205409	B
122860	224263722	Start
1569925	224299532	C
18197946	224314653	GA
18298243	224321079	C
88821	224344377	GA
18326760	224411363	B
979232	224491562	FA
17696183	224491722	FA
413457	224491904	FA
14449116	224492045	FA
4660477	224493122	C
12360025	224526871	C
11567659	224530488	Stub
986055	224580030	B
18364615	224588953	Stub
11523561	224634666	Stub
297350	224647765	B
11586793	224663912	Stub
11172518	224687814	Stub
11519266	224703635	Stub
718521	224733033	FA
17071240	224733190	FA
3820523	224767918	Start
18379412	224768949	Stub
18380001	224773484	Stub
18380887	224784177	C
13169714	224790457	Stub
18384983	224846312	B
3320945	224893781	B
2203151	224897713	C
4436735	224901970	C
3450957	224936744	Start
18258915	225013641	GA
18398102	225054681	Stub
11294992	225057686	B
3818103	225070039	GA
630721	225102777	Start
4841640	225118799	Stub
14579421	225133198	FA
16029555	225133285	FA
3725660	225134217	B
18405373	225169414	Stub
18406538	225184812	Stub
1625862	225195195	C
13719954	225202187	B
13123316	225242299	Stub
18408880	225269197	Stub
2385492	225367621	Start
17925790	225430195	Stub
1613474	225453370	Start
9578	225455248	B
1713059	225468188	GA
18423565	225479729	B
4582725	225485546	FA
509940	225493221	GA
2809382	225499080	C
5372935	225559041	GA
18430477	225571563	Stub
18434098	225620156	Stub
4847810	225635750	C
18929	225689735	C
9629577	225690045	Stub
13527568	225712442	FA
1784703	225714278	B
6125631	225747933	FA
17969235	225748071	FA
38062	225796423	B
5982931	225837617	Start
321175	225851251	C
18451036	225882560	Start
12855019	225892315	FA
16909177	225892527	FA
4591594	225892908	FA
16808	225893595	FA
16462312	225894002	FA
1785473	225906947	C
1966626	225926106	C
1112458	226023312	C
14066252	226027836	Start
12981647	226092730	FA
7021892	226096872	B
979071	226112893	C
14747617	226139431	B
18468973	226147347	C
10007056	226169354	FA
1972323	226176310	FA
14193967	226176387	FA
13654605	226179580	GA
14710700	226196615	GA
5790533	226200087	Stub
18472859	226204944	Stub
18473855	226212152	Stub
18466153	226214872	Stub
18474481	226217011	Stub
11491248	226222374	GA
18451889	226312401	Stub
1098713	226314341	GA
15534721	226331507	Stub
20926377	226333489	GA
18345962	226337399	Start
50226	226354108	FA
15415041	226367255	C
13002123	226410572	B
12813506	226411865	B
18445963	226434711	Stub
458472	226436982	C
1845389	226468365	B
7056157	226489272	C
1139446	226520718	C
88468	226534510	C
419580	226540584	C
59049	226543243	C
18322095	226583816	GA
16876536	226593292	B
9750194	226593656	C
489401	226598912	C
18501048	226628460	Stub
79819	226649869	FA
8884585	226688748	Start
15112089	226701243	Stub
602066	226711605	B
18446193	226719848	B
3030609	226721220	FA
17781033	226721342	FA
3459560	226724407	FA
9033308	226795689	C
13770509	226808374	Start
1151773	226819151	Start
474950	226833934	C
17433228	226836596	Start
6921378	226862665	GA
13813047	226867207	Start
17528	226877803	GA
893559	226881046	B
1752522	226892796	B
17464534	226909853	Start
17273354	226912743	FA
7336545	226922490	Start
881572	226929511	B
18522048	226950730	Stub
69232	227040912	C
18529370	227044450	Stub
637512	227049527	C
2572644	227082543	C
16996257	227133674	FA
4633879	227133777	FA
17365302	227133980	FA
3734057	227206449	C
13170616	227226544	Stub
113553	227239172	B
3778755	227246428	GA
10323869	227253222	Stub
2390328	227255303	Stub
4298150	227312808	GA
18547813	227325479	Stub
3733656	227333733	C
1731151	227347240	C
2090910	227375798	C
6947418	227410588	Start
18536706	227416981	C
18273273	227459956	Stub
2033102	227509351	FA
1014333	227509767	FA
511725	227525013	C
14160194	227604614	Stub
2236787	227607320	B
263518	227639198	GA
27745	227639274	B
12486327	227663931	GA
17608105	227684765	B
12292520	227684908	C
18571931	227688026	Stub
9470846	227716389	B
18574981	227738262	Stub
734578	227750788	C
1069328	227809658	C
2109634	227851823	C
13235854	227873562	Stub
1866464	227881404	FA
203545	227881508	FA
550214	227902722	C
14000725	227910722	B
1619826	227980342	C
17566783	227989344	Start
14043274	227996153	GA
9424065	227997153	Start
59153	227997762	B
30549	228011065	B
13248290	228022678	Stub
5349729	228026015	B
13854	228049228	C
5672361	228103409	GA
1232869	228104290	C
17003767	228121892	GA
16797232	228143672	Stub
4931005	228185552	B
6400903	228192803	Stub
3885155	228206251	Stub
1805149	228213941	C
2109271	228251492	C
12796015	228281212	GA
17368266	228281299	Stub
21501970	228287998	FA
12888768	228288120	FA
18252697	228346489	GA
18615965	228367643	Stub
18474396	228401571	C
169315	228437180	B
1812201	228495554	Stub
185194	228503994	Start
23842	228522625	FA
18626492	228523584	Stub
18625634	228525470	Stub
10375779	228526182	GA
15110558	228551803	GA
18513927	228595755	Stub
18617274	228612066	Stub
852019	228628904	GA
18633925	228633277	B
11046293	228637556	Start
428004	228681584	C
13068865	228697239	GA
108956	228720582	FA
15398727	228720811	FA
12321632	228722147	GA
636929	228722973	GA
18640241	228729710	Stub
1744701	228743408	C
1816907	228743493	C
15841213	228799200	C
1179527	228866350	GA
15963017	228917128	C
2528069	228930010	FA
18435348	228930093	FA
18655294	228948928	Stub
3539360	228968272	B
9072624	228978341	Stub
8765242	229001596	B
90706	229042441	C
18663033	229047642	C
37902	229051417	B
18664371	229065051	Stub
18664642	229068547	Stub
2821220	229071222	GA
5589044	229079962	Start
18667737	229100964	Stub
18521982	229102472	Stub
1546130	229110377	GA
1670234	229112219	GA
6749271	229115446	Stub
7918285	229118524	Stub
18670380	229126823	Stub
4316147	229132209	Start
18675299	229192000	Start
18676046	229203043	Stub
6420204	229218688	GA
18681072	229275645	Stub
182896	229323450	FA
18684949	229323841	Stub
1881423	229337095	Start
4961656	229376843	GA
431119	229399969	GA
18690242	229405000	B
6670074	229416251	GA
463955	229440866	C
1118731	229453717	C
955164	229455067	B
107026	229486236	C
392191	229505062	FA
17286155	229505202	FA
680495	229505564	FA
18351753	229519752	GA
612987	229539216	Start
1065357	229554859	GA
11817733	229607160	Stub
163618	229616971	B
12305942	229629489	Start
364934	229634248	B
8343936	229684737	B
6142032	229685240	C
18406854	229708554	C
443724	229711684	B
17601902	229733697	Stub
18409564	229754636	C
214576	229769535	FA
676669	229769667	FA
2974488	229769754	FA
1199829	229856165	GA
1303723	229926360	Start
17476102	229961534	C
4733324	229969282	B
12272590	229978867	C
5830148	229981674	Start
2603339	230092052	C
201180	230106705	FA
4286037	230107145	FA
17750903	230107609	FA
4040084	230117304	Stub
17785123	230136556	B
17546	230147764	GA
12150114	230230186	Stub
5542322	230253828	Stub
852023	230282833	GA
17151260	230293962	GA
5174671	230304787	GA
14226514	230306108	C
18751179	230307207	Stub
1285790	230354216	C
3947316	230394691	C
4076936	230416438	GA
781135	230420550	GA
207463	230443977	GA
9633735	230455078	B
2550038	230493271	B
18751478	230503195	GA
238527	230518848	B
13560681	230524684	C
1377365	230532762	FA
581051	230532865	FA
18769182	230592619	Start
434988	230593989	C
18770262	230607288	Stub
1974491	230637193	C
613434	230638101	C
18773385	230648375	Stub
18774268	230658253	Stub
26227	230674273	Start
1166380	230708443	C
7562509	230753353	GA
14129491	230804608	FA
16352265	230828839	FA
68233	230845547	C
18790195	230918132	Stub
33696748	230924988	GA
12008310	230936028	C
5791354	230942602	Stub
18793663	230978298	Stub
18234492	230979665	Start
18649412	231005127	Start
2133823	231013686	GA
565947	231034600	C
4015641	231071890	GA
18800987	231092127	Stub
18800245	231099416	Stub
626713	231132004	GA
18678454	231177721	Stub
8857233	231198471	Start
352652	231239032	C
13267890	231286798	B
14762	231336854	C
12645977	231368866	B
33501	231394371	FA
1661025	231395903	C
18789676	231408290	B
2930230	231460004	B
9100619	231469468	C
2633365	231524499	C
1165443	231533362	C
18812708	231550131	Start
658985	231592172	C
23808	231645385	FA
613399	231671203	FA
21131596	231671430	FA
81887	231671883	FA
18133909	231692772	Start
3880130	231714782	C
9136666	231724296	B
42556363	231734055	Start
16262837	231760129	GA
356322	231769202	C
17923304	231778302	B
4113002	231789842	GA
753216	231793278	B
10118518	231803544	B
4695868	231806449	C
337301	231807520	B
2842197	231821665	FA
2268811	231822142	FA
5008273	231822256	FA
746586	231822444	FA
239035	231858099	GA
9226331	231888702	GA
18876099	231895496	C
386362	231900124	C
18862247	231918786	Stub
5561698	231932738	GA
1478285	231937682	Start
14150107	231950013	C
12692772	231955178	Start
911062	231969712	Start
976256	231975068	C
18867857	231995752	Stub
18871273	232036100	Stub
4045717	232043566	GA
17891484	232048826	Stub
15278908	232052972	GA
18873697	232060538	Stub
12312828	232062493	Stub
12260258	232098149	Start
18880109	232143129	Stub
18880184	232143867	B
467436	232144568	GA
140444	232183604	C
4133434	232188863	GA
2515090	232195259	C
18351144	232222030	Stub
1123257	232227340	FA
18016591	232227422	FA
6629	232227667	FA
4907794	232232061	Start
10470488	232270086	C
18784989	232284604	C
11493446	232303037	C
18585606	232308289	GA
325918	232324664	GA
3379145	232329484	Start
1695405	232353096	Stub
17036395	232367739	FA
4621259	232368097	FA
500085	232399569	FA
18897274	232409975	Stub
18897314	232410611	Stub
2858505	232421119	B
17915369	232457857	Stub
1040285	232466513	B
18903399	232504179	Stub
2340343	232523537	FA
330273	232527708	C
18883979	232544416	B
1057577	232562630	Stub
18907535	232567556	B
12631126	232606993	C
7684120	232621045	FA
7715205	232621216	FA
203464	232621540	FA
43715	232621667	FA
88528	232622126	GA
18914189	232666301	Start
18275351	232736874	Start
6694662	232746185	Start
18897248	232747689	C
18921430	232756287	Stub
13011592	232768528	Stub
867306	232800190	GA
364459	232833147	C
18928502	232849088	Stub
18077811	232851923	C
853089	232867859	C
15944289	232878578	Start
5057981	232881537	Start
13935237	232903490	Stub
15416267	232936542	Stub
5203229	232943824	Start
11201668	232968665	GA
1723057	232978933	C
890494	232987067	GA
592263	232992457	B
23545010	233012561	FA
18454000	233012703	FA
705620	233012874	FA
2614388	233024760	B
16384	233042857	C
672131	233061209	C
13567010	233066067	Start
18699358	233078585	GA
18915593	233080963	Start
3222505	233115134	GA
482589	233121917	B
602685	233130622	C
9582851	233131012	Start
1985166	233160790	GA
9514781	233174348	C
14676912	233184475	GA
480314	233309341	B
53228	233320310	B
1211844	233354851	B
1332814	233366834	B
18831955	233367145	GA
553266	233368402	B
18954014	233393573	B
18969859	233420635	Stub
18969864	233431252	Stub
18971524	233432747	Stub
147238	233456399	C
13521161	233458188	FA
17109859	233466496	GA
3829036	233491270	B
16307498	233520311	C
7735702	233524402	GA
3407122	233536823	GA
1482220	233576826	Start
595799	233584945	FA
13140100	233612036	Stub
125138	233618502	Start
18986695	233619034	Stub
18707621	233662872	C
199483	233672793	FA
60070	233673010	FA
400686	233673173	FA
5676721	233673282	FA
18856269	233705418	Start
18993352	233705430	Stub
18834451	233730011	GA
18985419	233750202	Start
736694	233755570	Start
9032	233758933	B
18587539	233763695	B
18998346	233784252	B
17971480	233798590	B
19000904	233825894	Stub
19002210	233841271	Stub
18686206	233842341	Start
112246	233888742	C
397559	233937099	C
33277	233952588	GA
2287895	233958063	B
18947749	233960575	GA
19011948	233970790	Stub
18935611	234004090	B
140254	234019302	Start
125216	234051325	B
4057599	234052964	GA
19021044	234071032	Stub
19021829	234078566	Stub
19022103	234081140	Stub
4597140	234173799	Start
19028612	234175023	Stub
19032020	234221414	Stub
418109	234231660	GA
15032965	234247766	Stub
18914017	234259821	FA
406203	234259992	FA
4973036	234260127	FA
15866975	234260242	FA
13707253	234260327	FA
346980	234343318	C
1008284	234460100	FA
1849742	234475900	C
19052402	234476748	Stub
8159825	234529417	B
16028520	234553333	GA
5468856	234575381	GA
18662049	234576386	B
5185874	234612460	GA
160832	234619709	C
15569198	234652791	Stub
1181487	234689494	FA
15805162	234689881	Stub
18509700	234726650	B
2437500	234728990	GA
19047520	234731927	Start
18878202	234739848	B
2070801	234849047	FA
165302	234852270	B
19082152	234889704	C
1822644	234912852	Start
28867	234975499	GA
19087922	234977957	B
241383	235029227	C
19068774	235100283	B
6752609	235105981	C
207122	235118003	FA
11237621	235118125	FA
2866410	235118233	FA
11418750	235118435	FA
2177920	235118497	FA
1048994	235118586	FA
17146226	235182718	GA
18041371	235212174	Start
747827	235235104	C
11562143	235242628	B
12134243	235283076	B
170211	235316876	C
5574200	235317734	GA
19096454	235333118	Start
17159413	235349643	C
18186837	235405772	C
17670890	235446264	FA
308293	235446703	FA
272980	235447226	FA
430659	235501539	GA
1133032	235542432	B
183306	235552016	C
18783858	235562881	B
381506	235566827	C
19132440	235598362	Stub
19077548	235720320	Stub
8407830	235736378	GA
198834	235745771	C
197352	235747699	C
18862090	235778902	Stub
18877690	235782488	Stub
589203	235783188	C
19093338	235811602	Stub
9309429	235887780	GA
15787081	235890040	Stub
19130329	235897700	C
203813	235917055	FA
195305	235917296	FA
5329771	235917702	FA
19128399	235923913	Start
1677616	235933672	GA
81503	235940110	GA
19099135	236143677	Start
17035775	236180590	C
19169308	236186360	Stub
6431158	236217035	GA
19096270	236237698	B
53716	236293649	Start
202671	236300138	GA
11417233	236326438	C
13937462	236358857	Stub
30873232	236383846	FA
7480365	236383940	FA
12547405	236384119	FA
18664179	236384182	FA
4967758	236418307	Start
19186975	236435052	Start
2591516	236448089	C
528873	236456884	B
648382	236515625	B
1302726	236534287	GA
1979	236578212	B
78242	236582808	GA
617345	236602089	C
21594	236642012	GA
15911234	236651190	Stub
18881186	236665939	B
18987999	236692766	Stub
12105201	236711945	Start
367105	236725221	C
2890085	236732163	C
15941096	236775750	FA
8249455	236776203	FA
9189464	236776501	FA
18012630	236777082	FA
1519668	236779728	C
18897823	236795793	B
19149827	236803123	Stub
13408322	236815770	Stub
19215694	236835083	Stub
2738873	236863666	C
392166	236869230	Start
725585	236886467	GA
6987282	236912938	FA
145875	236913195	FA
15988543	236936851	GA
5412945	236957587	Start
295235	236966036	Start
1123255	236969768	FA
1079768	236989525	GA
2307309	237003742	B
9192393	237064116	Start
38234	237090989	C
1792215	237102605	GA
2957988	237117453	Start
18361733	237123217	GA
19234596	237144184	Start
233761	237163561	GA
7386050	237180128	C
73370	237181419	FA
2719753	237181715	FA
260433	237219510	C
64965	237233057	C
8031694	237244459	C
19248650	237321698	Stub
19247735	237334892	Start
1717868	237336912	B
538780	237345557	B
11370292	237349516	B
586836	237399957	FA
1109483	237406508	FA
954284	237410306	Stub
1790559	237447398	GA
18836853	237511746	C
8630354	237511752	C
10879999	237551044	Start
19064510	237587336	GA
14477343	237593761	C
19077473	237595900	GA
586681	237619706	Start
9008254	237624924	FA
48918	237625087	FA
16458595	237634807	C
14291424	237705883	GA
18340918	237721470	GA
1615889	237722206	B
11977489	237761265	Stub
60026	237794027	FA
2103725	237794222	FA
19257457	237797315	C
12310747	237800638	Start
7880719	237811056	B
19067399	237815938	B
19201126	237854735	Stub
12360679	237927021	Stub
19110004	237934215	GA
19390268	237937651	B
181096	237947784	B
192713	237998723	C
14393809	237999311	B
12754210	238002255	GA
4752014	238011924	Start
1860614	238046231	FA
311144	238046383	FA
19294265	238049115	Stub
709339	238113016	C
20833	238137602	C
670994	238160320	GA
17732469	238180258	GA
17781156	238188406	FA
660592	238188575	FA
242590	238215285	GA
17833204	238234913	GA
3553525	238236182	Start
5155831	238290617	Start
18752521	238298752	GA
9141957	238331132	C
6211800	238416047	GA
6227463	238436384	C
8344046	238478650	B
4704944	238493651	B
1148659	238520792	C
19328372	238572126	Stub
988994	238586500	GA
18902751	238618013	Stub
301309	238630809	C
19333698	238652386	Stub
8032018	238677394	Stub
23385833	238708699	B
11903526	238720162	FA
1222129	238720281	FA
14726482	238720687	FA
18494414	238721583	FA
3103904	238763217	Start
2524643	238770170	Start
12561869	238779856	C
8326	238792968	Start
1341221	238846995	Stub
19350299	238904297	Stub
18895792	238927810	GA
1347187	238935071	C
18884656	238936858	C
19447	238940794	FA
1178042	238958674	GA
12040291	238964777	C
19360297	239065920	Stub
4406991	239161685	Start
1308131	239187678	Start
1666057	239193918	Start
222567	239218148	C
37729	239222317	C
932207	239258106	B
16760917	239272883	Stub
19373347	239309426	Stub
4785671	239331368	C
4739163	239361268	C
632358	239367174	B
2582871	239369381	Start
4869210	239399474	B
19293455	239405885	Stub
5378659	239428716	Start
12324333	239462461	C
18003575	239467191	Start
4196615	239475716	Start
2718081	239494641	Stub
14500046	239513358	GA
7352594	239543561	Stub
662987	239543684	FA
896953	239544055	FA
736394	239544512	FA
896360	239551715	B
13062770	239554262	B
2830130	239571810	Start
15472189	239575151	Stub
9581361	239576640	B
14647335	239581792	Start
19324604	239607208	GA
18669916	239621530	Stub
8004214	239669469	Stub
7524306	239670744	Stub
13036200	239727164	B
2845453	239792224	C
6938916	239824585	Stub
2301707	239827245	Start
4518468	239828913	GA
6594038	239843232	Stub
17658450	239881221	C
1050900	239908703	Start
2318999	239959413	Start
18304123	239970352	Stub
4952984	239970748	Stub
16458159	239972241	C
17146727	240009856	C
10633633	240061951	Stub
619329	240109651	B
19417707	240160847	Stub
6552062	240191251	Stub
19413609	240224253	Stub
19167679	240347083	FA
607950	240347286	FA
915266	240347615	FA
17009274	240347732	FA
166130	240351836	GA
3525717	240377054	GA
19435123	240380853	C
19436392	240397085	Stub
9564779	240422600	B
2039364	240516307	Start
19435288	240521156	Start
2092949	240567131	C
1094970	240654587	Stub
5757849	240670734	Stub
6237476	240728014	GA
3653490	240738056	B
10672	240766597	FA
1819766	240770843	B
3881829	240774735	Start
10852804	240838359	Start
3479210	240842817	Stub
19465614	240858536	Start
7933761	240878847	Stub
2229247	240880142	GA
7211556	240885417	C
5794426	240940626	Start
19093904	240993926	GA
92121	241019191	C
1040109	241019924	C
299534	241026446	C
18798090	241029244	FA
8114812	241061154	Stub
13651538	241071186	GA
9934530	241241798	FA
761443	241242002	FA
7047921	241242091	FA
5058442	241242249	FA
305778	241256204	Start
125145	241278985	B
