pageid,revid,user_rating,flesch_reading_ease,flesch_kincaid_grade,smog_index,coleman_liau_index,automated_readability_index,dale_chall_readability_score,difficult_words,linsear_write_formula,gunning_fog,readability_consensus,infonoisescore,logcontentlength,logreferences,logpagelinks,numimageslength,num_citetemplates,lognoncitetemplates,num_categories,hasinfobox,lvl2headings,lvl3heading
16551219,210195237,Stub,28.17,15.8,17.1,30.23,30.1,11.62,56,17.0,12.4,16th and 17th grade,0.46975648075412413,9.573647187493323,0.0,3.0,0.0,0,1.5849625007211563,0,True,2,0
11156837,210246963,GA,39.67,13.4,14.6,17.99,18.6,9.28,497,10.5,11.2,10th and 11th grade,0.4643206256109482,13.25694577281302,3.8073549220576037,6.189824558880018,0.00032583903551645487,5,2.0,5,False,6,4
2970005,210250226,GA,43.73,11.9,14.6,21.0,19.4,9.38,531,58.5,9.6,9th and 10th grade,0.5550188679245283,13.031184262140844,5.08746284125034,6.599912842187128,7.547169811320755e-05,8,4.247927513443585,6,True,7,0
8622576,210280206,B,15.31,16.6,17.1,27.73,26.2,10.54,542,21.0,10.8,10th and 11th grade,0.6712649053074585,12.561287945164828,4.754887502163469,5.643856189774724,0.0,18,2.807354922057604,3,False,5,0
157991,210365997,GA,45.76,11.1,13.0,20.88,18.3,8.77,1144,27.0,8.8,8th and 9th grade,0.5257712741168794,14.374496145691516,6.870364719583405,7.129283016944966,0.0001242737751266039,25,3.9068905956085187,8,True,7,0
73594,210403638,GA,-5.0,18.2,15.9,36.83,31.6,8.59,2038,19.5,8.8,8th and 9th grade,0.7544823846902687,14.806952328210738,8.24317398347295,8.353146825498083,0.00012322707052285245,190,5.20945336562895,2,True,5,11
12404226,210460443,Stub,6.5,15.8,14.6,34.15,28.1,12.0,134,9.0,7.6,15th and 16th grade,0.5624787197820906,10.590587049915035,2.807354922057604,3.3219280948873626,0.0,0,2.0,0,True,5,0
17159071,210590476,GA,33.58,15.8,17.1,18.81,22.3,9.31,367,19.0,13.6,18th and 19th grade,0.572289156626506,12.650154213675094,4.392317422778761,5.357552004618084,0.00010040160642570282,7,2.584962500721156,6,True,4,2
66256,210597267,B,33.24,13.8,14.6,19.84,19.3,8.29,987,13.5,10.4,13th and 14th grade,0.46111145761866146,14.66799853567253,0.0,6.169925001442312,0.00012474271814382835,4,1.0,4,False,11,14
19283335,210645712,B,50.16,11.5,14.6,17.4,17.4,8.81,2022,13.0,10.4,17th and 18th grade,0.40580464148349094,15.499690201127873,4.754887502163469,8.233619676759702,0.00011148479161634368,6,4.643856189774724,4,False,14,21
10891776,210674059,FA,24.78,15.0,14.6,26.1,24.7,9.26,1615,12.5,10.4,14th and 15th grade,0.6128171460036427,14.669106511336302,6.870364719583405,8.2667865406949,6.353509254945148e-05,68,5.20945336562895,11,True,7,10
145162,210674414,FA,28.84,13.5,15.9,22.1,19.4,8.82,1835,5.5,8.8,8th and 9th grade,0.4036234376791652,15.412702149528114,5.857980995127572,8.308339030139408,0.00022933149868134388,4,4.584962500721157,3,False,8,21
2695660,210709472,Stub,51.52,13.0,15.9,17.12,20.5,9.76,68,13.5,13.2,13th and 14th grade,0.26670992861778064,10.434628227636724,0.0,2.0,0.0,0,1.0,1,False,3,0
5046947,210712949,B,55.24,9.5,13.0,17.22,14.9,9.29,224,9.0,8.4,9th and 10th grade,0.4114173228346457,12.012275344856121,0.0,6.0,0.0001968503937007874,0,2.321928094887362,7,False,3,0
10298609,210713757,FA,25.8,14.6,15.9,25.99,23.8,8.82,1582,11.0,10.0,25th and 26th grade,0.6135172895564094,14.749188552630379,6.820178962415189,7.930737337562887,0.00013583265417006248,53,6.044394119358453,4,False,10,7
14629980,210713991,FA,41.7,12.7,15.9,21.23,20.7,9.43,774,11.5,10.4,20th and 21th grade,0.5865736791932166,13.511999669441451,5.930737337562887,7.10852445677817,5.017309718528925e-05,19,3.3219280948873626,2,True,7,0
9984041,210735891,Stub,37.3,12.3,14.6,28.42,24.7,11.16,126,8.5,8.8,8th and 9th grade,0.6424460431654676,10.214319120800766,0.0,4.392317422778761,0.00035971223021582735,0,2.321928094887362,1,True,1,0
17303513,210748700,Start,31.55,16.6,18.2,23.1,26.8,10.41,200,13.0,14.4,26th and 27th grade,0.5613227291753872,11.425740424316212,2.807354922057604,5.832890014164742,0.0,0,3.5849625007211565,7,False,3,0
16289130,210807946,Stub,-10.07,20.1,19.3,54.01,47.6,13.03,72,15.0,10.8,19th and 20th grade,0.665378244064053,9.330916878114618,0.0,4.392317422778761,0.0,0,3.9068905956085187,12,True,1,0
3694980,210878357,Start,28.84,13.5,14.6,27.03,23.3,10.19,136,14.0,8.8,13th and 14th grade,0.5733496332518337,10.928518375257891,2.807354922057604,4.08746284125034,0.0,1,2.584962500721156,3,True,7,0
11264198,210961398,B,43.73,11.9,14.6,21.23,19.8,9.48,439,12.0,9.6,11th and 12th grade,0.523550231418459,12.862249900851515,3.8073549220576037,5.614709844115208,0.0,10,1.5849625007211563,3,True,7,0
12278509,210965205,Start,53.21,10.3,13.0,19.03,17.4,8.93,146,7.5,9.2,9th and 10th grade,0.45483359746434227,11.581671358578145,2.0,3.3219280948873626,0.0,0,1.5849625007211563,4,False,3,0
12673973,211004022,B,56.25,9.1,11.2,18.49,15.8,9.4,513,28.5,8.0,9th and 10th grade,0.3976593415845753,13.25502856981873,4.169925001442312,6.409390936137703,8.419634587858886e-05,0,1.5849625007211563,5,True,9,3
17313697,211012868,B,17.34,15.8,17.1,29.41,26.7,10.91,334,13.5,10.0,26th and 27th grade,0.48064558456895423,12.34124082053875,4.459431618637297,6.409390936137703,0.0,0,3.1699250014423126,14,True,4,0
15904586,211054767,GA,43.73,11.9,13.0,18.51,17.3,8.73,551,17.5,9.6,17th and 18th grade,0.553338499289681,13.305349282598948,4.954196310386876,5.78135971352466,0.0,14,2.0,6,True,5,0
4155777,211082853,FA,40.34,11.1,14.6,21.8,18.2,9.31,1226,28.0,7.6,27th and 28th grade,0.3763832791514793,14.58419915445977,5.977279923499917,7.894817763307945,0.0,0,3.700439718141092,12,True,11,4
165561,211082988,FA,34.26,13.5,15.9,23.38,22.1,8.71,1361,29.5,10.0,29th and 30th grade,0.6142762816582559,14.513049014474133,6.870364719583405,8.0,4.716313729189266e-05,54,4.0,12,True,7,2
5679230,211096873,Start,44.75,11.5,14.6,18.22,16.6,9.91,164,8.0,9.2,9th and 10th grade,0.41836734693877553,11.476239906323851,0.0,4.321928094887363,0.0002915451895043732,0,3.700439718141092,2,False,5,0
64852,211099542,GA,23.77,15.4,15.9,26.23,24.9,9.38,1090,13.0,10.8,15th and 16th grade,0.6224189733427092,14.044308730051164,6.10852445677817,7.400879436282184,0.00015981589209230966,51,3.1699250014423126,9,False,7,2
815581,211128519,Start,65.05,9.9,11.2,13.41,15.1,8.9,198,11.5,11.2,11th and 12th grade,0.3878672585077151,12.083146870816742,0.0,5.20945336562895,0.0,0,1.5849625007211563,2,False,1,0
16064183,211164535,Stub,42.38,10.3,13.0,27.59,21.9,10.29,38,6.5,6.8,6th and 7th grade,0.3217592592592593,9.350939181546432,0.0,3.8073549220576037,0.0,0,2.0,10,False,0,0
5729020,211260841,Stub,-42.56,26.4,24.5,47.87,45.7,14.1,84,23.5,13.6,13th and 14th grade,0.7121126760563381,9.090112419664289,0.0,5.7279204545632,0.0005633802816901409,0,2.0,3,False,1,0
6821665,211267899,Stub,63.7,8.4,11.2,16.01,14.0,10.1,88,6.5,8.4,8th and 9th grade,0.3068113321277878,10.52454171503585,0.0,4.754887502163469,0.0,0,1.0,1,False,2,0
13624643,211276422,GA,34.26,13.5,14.6,22.39,21.2,9.62,291,6.0,10.0,9th and 10th grade,0.5052819316778707,12.239001757765582,4.0,6.169925001442312,0.00013719303059404582,1,2.321928094887362,1,True,4,0
17344310,211319216,Stub,37.3,12.3,13.0,30.16,26.1,11.31,61,8.5,8.8,8th and 9th grade,0.7329678935003916,8.622051819456377,0.0,3.9068905956085187,0.0,0,3.0,4,True,1,0
12445322,211337655,Stub,-28.35,20.9,19.3,53.36,44.0,16.12,116,17.0,8.0,16th and 17th grade,0.9015015015015015,8.535275376620802,0.0,3.3219280948873626,0.0,0,2.0,3,False,1,0
1313744,211372192,B,36.28,12.7,14.6,23.61,20.9,9.98,303,14.5,9.2,14th and 15th grade,0.5679571663920923,12.096385734452651,3.4594316186372978,5.78135971352466,0.0,4,3.0,4,True,5,0
16782611,211374646,FA,42.72,12.3,15.9,19.78,18.9,9.4,1548,18.0,10.0,9th and 10th grade,0.355825461088619,14.976966804661815,7.129283016944966,7.554588851677638,0.00018522928739647006,0,2.321928094887362,4,False,7,6
3517452,211374909,FA,48.13,12.3,14.6,18.45,18.9,9.26,956,15.5,11.2,18th and 19th grade,0.46841094975797026,14.155845979401207,6.303780748177103,6.94251450533924,0.00016691704223001168,10,3.1699250014423126,7,False,8,0
1866658,211375249,FA,33.24,13.8,14.6,26.05,24.4,8.19,1381,14.5,10.4,14th and 15th grade,0.6599288546337125,14.693759179520416,7.098032082960527,7.876516946565,9.263719568681217e-05,70,3.700439718141092,8,True,8,3
4179609,211375401,FA,6.5,15.8,14.6,31.89,26.1,9.65,453,8.5,7.6,15th and 16th grade,0.6340949855727989,12.697619199078714,5.20945336562895,6.022367813028454,0.0006238789674803088,16,3.4594316186372978,1,True,5,0
4864757,211382013,B,15.31,16.6,17.1,28.2,26.7,9.34,1159,8.0,10.8,16th and 17th grade,0.5283601917634148,14.43469337677268,5.672425341971496,7.994353436858858,0.00020216022641945358,38,3.0,3,False,12,0
17351032,211410790,Stub,1.77,19.7,20.3,39.86,38.6,13.51,60,17.5,12.8,19th and 20th grade,0.8097102584181676,8.228818690495881,2.0,3.4594316186372978,0.0,0,3.0,2,True,2,0
787723,211459369,B,48.13,12.3,14.6,19.61,20.2,9.69,326,13.0,11.2,19th and 20th grade,0.3765261914139425,12.615859493583082,1.0,6.807354922057604,0.0002625705658395694,0,3.700439718141092,6,False,7,0
4166660,211537125,Start,36.63,14.6,14.6,17.82,19.9,10.13,138,13.0,12.4,14th and 15th grade,0.42164561283714574,11.30149619498255,2.807354922057604,4.523561956057013,0.0,0,0.0,2,False,2,0
743640,211551547,GA,48.81,9.9,13.0,25.57,21.3,8.68,440,4.0,7.6,25th and 26th grade,0.6826258270760539,12.504074114520579,4.247927513443585,6.870364719583405,0.0019329417887145937,6,4.08746284125034,5,True,6,4
17370277,211680699,Stub,22.41,13.9,15.9,28.82,24.1,11.9,60,17.5,8.0,28th and 29th grade,0.6953125,8.820178962415188,1.0,2.321928094887362,0.0,1,2.321928094887362,1,True,1,0
17371808,211701249,Stub,-1.95,17.0,17.1,42.16,34.7,13.29,59,12.5,7.6,12th and 13th grade,0.7617977528089888,8.527477006060396,0.0,4.08746284125034,0.0,0,3.1699250014423126,4,True,1,0
4538793,211718866,C,51.52,13.0,14.6,12.6,16.7,8.8,445,22.0,13.2,12th and 13th grade,0.41716707877075243,13.358513847149661,0.0,4.906890595608519,0.0,0,2.0,3,False,3,4
86061,211733026,FA,36.28,12.7,14.6,26.91,23.8,9.27,1593,8.0,9.2,26th and 27th grade,0.7059669148411183,14.315291107023732,6.672425341971495,7.74819284958946,8.582401785139572e-05,72,4.247927513443585,7,False,6,5
17380810,211827860,Stub,30.87,12.7,14.6,26.79,22.3,10.52,42,8.0,8.0,7th and 8th grade,0.47939262472885036,9.348728154231079,0.0,3.5849625007211565,0.0,0,2.0,3,False,1,0
65307,211906678,Start,46.1,13.0,14.6,17.41,19.2,9.57,580,19.5,12.0,19th and 20th grade,0.45995711010870366,13.293615336407687,2.807354922057604,7.189824558880018,7.394808844191378e-05,0,4.321928094887363,4,False,7,0
17393131,211996303,Stub,2.79,19.3,22.1,36.96,35.7,12.89,54,25.0,12.4,12th and 13th grade,0.7751572327044025,8.57742882803575,0.0,3.0,0.0,0,1.0,1,True,2,0
17391206,212019566,Stub,-22.94,20.9,19.3,56.79,48.1,12.52,85,27.5,9.2,12th and 13th grade,0.7674233373158105,9.41151098801207,0.0,4.523561956057013,0.0,0,4.169925001442312,10,True,1,0
857300,212023675,Start,49.15,11.9,14.6,15.61,16.2,9.56,300,26.5,10.8,15th and 16th grade,0.42664809656453107,12.42678889459556,1.0,4.807354922057604,0.00015475085112968121,0,2.321928094887362,4,True,4,0
16787237,212114216,Stub,17.34,15.8,17.1,32.02,28.6,11.58,44,54.5,10.0,28th and 29th grade,0.7175421209117938,8.50382573799575,0.0,3.4594316186372978,0.0,0,2.584962500721156,1,True,0,0
11376495,212166924,Start,35.27,13.1,14.6,23.96,21.6,10.15,297,6.5,9.6,9th and 10th grade,0.5268879547760545,12.167104482379935,3.3219280948873626,6.321928094887362,0.0004348456298014205,3,2.0,2,True,7,1
11746662,212172512,B,27.83,13.9,14.6,27.09,24.0,10.46,289,6.0,9.2,23th and 24th grade,0.589037037037037,11.889503963411476,3.5849625007211565,6.22881869049588,0.0002962962962962963,5,2.321928094887362,2,True,6,1
12518242,212207256,FA,19.37,15.0,14.6,26.63,23.4,9.74,478,9.0,9.2,14th and 15th grade,0.6160620505776844,12.759472121202833,4.954196310386876,6.491853096329675,0.00032318009210632626,18,3.4594316186372978,2,True,4,0
10412631,212207371,FA,51.18,11.1,14.6,18.8,18.1,8.92,682,57.0,10.0,18th and 19th grade,0.49532761957423277,13.663335723478355,5.906890595608519,6.569855608330948,0.00016588332872546308,9,3.5849625007211565,7,True,6,0
4844810,212259124,Start,54.22,9.9,13.0,18.67,16.8,9.98,61,18.0,8.8,9th and 10th grade,0.5361067503924647,9.702172685365548,0.0,4.459431618637297,0.0,0,1.0,1,False,2,0
13105169,212310676,Start,37.3,12.3,14.6,20.18,18.1,9.7,340,6.5,8.8,14th and 15th grade,0.4255070202808112,12.526988205432009,3.5849625007211565,4.523561956057013,0.0,4,1.0,8,False,6,2
726650,212466043,FA,22.75,15.8,15.9,30.23,28.7,9.81,776,7.0,11.2,15th and 16th grade,0.6223947873432409,13.507423019098228,5.857980995127572,7.643856189774724,0.0,30,3.9068905956085187,2,True,8,0
4495160,212564337,C,51.18,11.1,14.6,16.88,16.8,9.02,437,8.0,10.0,16th and 17th grade,0.37749077490774907,13.213711798105672,3.1699250014423126,5.129283016944966,0.0,1,1.5849625007211563,1,False,6,4
17438362,212588710,B,38.31,11.9,13.0,22.91,19.8,7.88,719,11.5,8.4,11th and 12th grade,0.5243799755052052,14.046868213349722,6.357552004618085,8.022367813028454,0.0,9,2.584962500721156,4,True,5,3
8163741,212639946,C,22.75,15.8,18.2,27.5,26.6,7.87,191,21.0,11.2,27th and 28th grade,0.8601490574309514,10.77313920671969,0.0,5.614709844115208,0.00010960105217010084,0,5.459431618637297,2,False,4,0
16491946,212657377,GA,9.89,16.6,15.9,34.17,30.3,10.12,445,29.5,9.6,29th and 30th grade,0.698983211161031,12.372593033140747,4.807354922057604,6.832890014164742,0.0,22,3.9068905956085187,7,True,4,0
1545561,212687187,GA,45.76,11.1,13.0,19.89,17.7,8.89,571,8.5,8.8,8th and 9th grade,0.5874786717416984,13.264002687114218,5.285402218862249,6.475733430966398,6.56254101588135e-05,13,2.321928094887362,3,True,6,0
197115,212727148,GA,38.31,11.9,13.0,22.33,19.1,8.43,941,13.5,8.4,11th and 12th grade,0.49977814942489507,14.347967330307135,5.523561956057013,7.330916878114618,0.00013652343083381686,0,4.247927513443585,3,True,10,0
15979214,212746940,Start,36.28,12.7,14.6,17.64,16.3,10.12,205,9.0,9.2,8th and 9th grade,0.33991607010614666,11.850577547205615,0.0,4.523561956057013,0.0,0,1.5849625007211563,5,False,3,3
403381,212830574,Start,27.49,18.1,19.3,23.39,29.0,9.97,282,26.5,16.0,28th and 29th grade,0.5324249967247479,12.190442018782827,0.0,6.599912842187128,0.00013101008777675882,0,4.0,10,True,4,0
17458899,212867518,Start,7.53,21.7,22.9,21.36,28.7,11.29,239,20.5,17.2,21th and 22th grade,0.42877551020408167,11.893680738390907,0.0,4.08746284125034,0.00020408163265306123,0,2.0,3,True,4,1
428324,212868959,B,33.92,11.5,13.0,34.5,27.7,7.53,592,53.0,6.8,11th and 12th grade,0.9060298917711733,11.862249900851513,3.1699250014423126,7.6147098441152075,6.87167153410067e-05,6,7.569855608330948,2,False,11,0
16160705,212891525,GA,42.72,12.3,14.6,21.7,20.4,8.6,881,8.0,10.0,21th and 22th grade,0.5953534102909581,13.912421581778862,5.7279204545632,8.044394119358454,0.00014566111940570264,32,2.584962500721156,6,True,6,3
1849808,212923397,Stub,42.72,12.3,17.1,22.57,21.4,10.02,57,8.0,10.0,9th and 10th grade,0.40417310664605877,9.857980995127573,0.0,4.08746284125034,0.0,0,1.0,4,False,1,0
12335752,212960742,B,41.7,12.7,15.9,18.16,18.3,8.73,325,14.0,10.4,18th and 19th grade,0.4519102621057308,12.87094260664937,0.0,5.614709844115208,0.000444247001332741,0,0.0,3,False,5,0
812769,212964996,FA,53.21,10.3,13.0,16.07,14.9,8.25,1992,9.0,9.2,8th and 9th grade,0.37692671892261564,15.622480856734162,7.294620748891627,7.357552004618085,0.0001052133200063128,1,1.5849625007211563,5,False,8,4
59587,213017283,B,40.69,13.1,14.6,17.41,17.7,9.05,638,17.5,10.8,17th and 18th grade,0.3909057118077066,13.827144190984283,1.5849625007211563,6.523561956057013,6.195019204559534e-05,0,3.700439718141092,3,False,8,2
1773188,213018032,B,47.79,10.3,11.2,21.92,18.5,8.5,673,12.5,8.0,10th and 11th grade,0.5725250549987778,13.60952505421667,4.906890595608519,6.357552004618085,0.00029332681495966757,21,3.5849625007211565,5,True,8,4
17164161,213061024,Stub,28.5,11.5,11.2,34.6,26.7,13.63,75,5.5,5.6,5th and 6th grade,0.87,7.6865005271832185,1.0,3.5849625007211565,0.0,0,3.1699250014423126,0,True,1,0
8559237,213163733,Stub,29.86,13.1,15.9,22.33,19.1,11.84,91,14.0,8.4,13th and 14th grade,0.37631578947368416,10.266786540694902,0.0,3.0,0.0006578947368421052,0,1.5849625007211563,2,False,1,0
17483285,213175577,Stub,9.89,16.6,18.2,33.59,29.6,12.68,60,26.5,9.6,12th and 13th grade,0.75,8.7714894695006,0.0,2.584962500721156,0.0,0,1.0,1,True,2,0
1099685,213268196,GA,51.18,11.1,14.6,22.86,21.4,7.75,993,16.5,10.0,9th and 10th grade,0.6765262252794497,14.126381830542643,5.807354922057605,8.016808287686553,4.9134013020513454e-05,54,4.0,2,True,8,11
360731,213279106,Start,36.28,12.7,14.6,24.07,21.4,10.31,172,6.0,9.2,14th and 15th grade,0.44424083769633504,11.410981267043796,2.807354922057604,5.459431618637297,0.0,1,1.5849625007211563,11,False,5,0
17420473,213293477,Stub,30.2,15.0,17.1,29.24,28.4,10.69,128,25.5,11.6,11th and 12th grade,0.6993882901252548,10.484822894262146,2.321928094887362,4.247927513443585,0.0,1,2.584962500721156,2,True,4,0
17270704,213381113,FA,53.21,10.3,13.0,16.53,15.5,8.31,880,14.5,9.2,9th and 10th grade,0.48166627068979173,14.183635381473218,5.0,7.129283016944966,0.000277183812465352,8,3.4594316186372978,6,True,8,5
15796879,213396265,GA,39.33,11.5,13.0,25.23,21.2,9.05,375,19.5,8.0,11th and 12th grade,0.49072011878247956,12.806146803320525,5.044394119358453,5.906890595608519,0.0001855976243504083,3,3.0,3,True,5,1
6605524,213477331,Start,34.6,15.4,18.2,18.29,21.3,9.54,123,12.5,13.2,12th and 13th grade,0.36544850498338866,11.412040514551652,1.0,3.3219280948873626,0.0003322259136212625,0,1.0,2,False,3,0
3354541,213563806,Stub,-3.64,19.7,20.3,33.24,31.7,12.08,34,28.5,11.6,19th and 20th grade,0.7760617760617761,7.774787059601174,0.0,2.584962500721156,0.0,0,2.0,1,True,0,0
17513824,213569402,Stub,31.89,12.3,15.9,36.24,29.5,12.23,21,7.0,7.6,11th and 12th grade,0.7557077625570776,7.1799090900149345,1.0,3.1699250014423126,0.0,1,2.0,0,False,1,0
17502652,213569485,B,33.24,13.8,15.9,19.61,19.1,9.71,673,9.0,10.4,19th and 20th grade,0.4251014754203982,13.69283341500077,2.807354922057604,6.78135971352466,0.0,0,3.5849625007211565,1,False,12,0
14284962,213593654,GA,9.89,16.6,14.6,34.69,30.4,8.49,553,7.5,9.6,7th and 8th grade,0.6658093046342675,13.312457569746588,6.044394119358453,7.569855608330948,9.024863498939579e-05,34,2.584962500721156,3,True,4,3
17461012,213649767,Start,-9.73,28.3,26.0,23.86,39.2,12.23,166,30.5,24.0,23th and 24th grade,0.4476298609139937,11.12734954105912,0.0,3.4594316186372978,0.0002838489923360772,0,2.321928094887362,3,True,4,0
16371411,213697184,Stub,33.92,11.5,13.0,28.23,22.4,10.57,69,8.0,6.8,11th and 12th grade,0.6143039591315453,9.693486957499326,0.0,3.9068905956085187,0.001277139208173691,0,2.584962500721156,3,True,1,0
453244,213715292,B,47.12,12.7,14.6,20.43,21.3,9.46,824,9.0,11.6,8th and 9th grade,0.4183255548147443,13.958552715431011,4.08746284125034,7.851749041416057,4.7623583198399846e-05,1,2.584962500721156,12,True,7,9
17529522,213785321,Stub,30.87,12.7,13.0,24.47,20.6,10.9,85,7.0,8.0,12th and 13th grade,0.5023724792408066,10.067434360756522,0.0,3.5849625007211565,0.0,0,1.5849625007211563,4,False,2,0
13083295,213859546,FA,27.83,13.9,14.6,26.97,23.7,8.7,867,8.0,9.2,8th and 9th grade,0.5586758152366131,14.028683101377732,6.066089190457772,7.754887502163469,0.00010610454834830586,33,3.0,2,False,8,1
14914225,213860123,FA,41.7,12.7,15.9,17.4,17.5,8.97,1097,10.5,10.4,10th and 11th grade,0.4414475322919261,14.489785255015367,6.491853096329675,6.857980995127572,0.0002135003380422019,6,3.0,1,False,6,2
6878550,213898906,B,34.26,13.5,14.6,18.27,17.9,9.93,623,14.5,10.0,14th and 15th grade,0.3359588003635262,13.559974504523746,2.584962500721156,5.643856189774724,0.0,0,2.321928094887362,2,False,7,0
6236012,213912817,Stub,23.43,13.5,13.0,39.26,32.4,11.2,110,16.5,7.6,12th and 13th grade,0.6345103749544958,10.271463027904375,2.321928094887362,4.857980995127573,0.0,0,3.1699250014423126,6,False,4,0
8508376,214004807,B,30.87,12.7,13.0,31.32,26.0,9.71,161,8.5,8.0,12th and 13th grade,0.7782013904462884,10.40832974076739,3.4594316186372978,5.247927513443585,0.00044853106077595876,7,3.5849625007211565,2,True,5,0
10967900,214050471,B,36.28,12.7,14.6,28.89,25.2,9.95,615,17.5,9.2,9th and 10th grade,0.6840378783189949,12.800697714363125,5.523561956057013,6.714245517666122,6.189267809618123e-05,26,3.0,11,True,5,2
7511146,214073290,B,16.66,18.1,18.2,28.9,30.2,8.9,764,18.5,13.6,18th and 19th grade,0.6067933423815988,13.83821908050231,5.20945336562895,6.266786540694902,0.0002857346953353811,5,4.643856189774724,5,True,7,0
620331,214082617,B,42.72,12.3,14.6,19.78,19.0,9.65,309,10.5,10.0,9th and 10th grade,0.43887103535000693,12.443720600656578,1.5849625007211563,5.754887502163469,0.0001397233477714126,0,2.807354922057604,8,False,7,0
13437173,214103746,Stub,-6.69,20.9,21.2,36.96,36.1,11.94,97,29.5,12.8,20th and 21th grade,0.7328145265888457,9.640244936222347,0.0,4.392317422778761,0.0,0,3.1699250014423126,6,True,1,0
17454532,214205133,Stub,4.47,16.6,15.9,25.58,21.9,11.48,192,8.5,8.4,8th and 9th grade,0.4928728070175439,11.340406490853296,0.0,4.807354922057604,0.00027412280701754384,0,1.5849625007211563,1,True,5,0
459727,214240690,Stub,13.95,15.0,15.9,27.54,22.9,12.01,58,7.0,8.0,27th and 28th grade,0.5567206863679695,9.197216693110052,0.0,4.08746284125034,0.0,0,2.0,2,False,1,0
17030638,214259140,GA,30.2,15.0,17.1,20.14,20.9,10.19,446,9.0,11.6,20th and 21th grade,0.45681165367254817,12.902375114486027,4.169925001442312,5.78135971352466,0.00010258514567090685,5,2.0,5,True,7,0
17161948,214263013,Stub,44.07,13.8,17.1,31.16,31.5,11.82,36,18.0,12.8,17th and 18th grade,0.6400462962962963,8.257387842692651,0.0,2.807354922057604,0.0,0,1.5849625007211563,2,True,0,1
13380735,214270153,FA,-20.91,20.2,17.1,41.24,34.4,10.33,496,9.0,8.4,8th and 9th grade,0.664163961038961,12.71681946132995,5.0,6.768184324776926,0.00013528138528138528,25,2.807354922057604,3,True,4,0
17253578,214278488,Start,41.7,12.7,15.9,19.43,18.9,10.69,72,14.0,10.4,10th and 11th grade,0.4285714285714286,10.022367813028454,0.0,4.700439718141093,0.0,0,1.0,3,False,1,0
15608475,214282984,Stub,-11.09,20.5,22.1,57.02,50.6,13.8,68,50.0,11.2,20th and 21th grade,0.7150602409638553,8.988684686772165,0.0,3.9068905956085187,0.0,0,3.0,11,False,1,0
1955844,214295333,Start,50.16,11.5,14.6,26.8,24.9,8.85,189,8.0,10.4,26th and 27th grade,0.5137165251469628,11.877667574067882,0.0,5.700439718141093,0.00016329196603527107,0,4.459431618637297,7,False,6,0
11287756,214335506,Stub,-19.55,21.7,21.2,33.3,31.3,13.14,63,32.5,11.2,21th and 22th grade,0.6256938937351308,9.124121311829187,1.0,2.584962500721156,0.0,1,2.0,1,True,3,0
31307,214379447,FA,37.3,12.3,14.6,23.95,21.0,9.22,1205,8.5,8.8,8th and 9th grade,0.6657309306046062,14.004659389027136,6.066089190457772,7.285402218862249,9.055510278004166e-05,36,4.954196310386876,4,False,7,5
210028,214406009,B,30.87,12.7,14.6,22.04,18.7,8.37,445,8.0,8.0,7th and 8th grade,0.5099017056952877,13.143542654233215,4.700439718141093,6.988684686772166,0.0002891008962127783,0,2.0,6,False,7,5
11788415,214436516,Stub,47.12,12.7,17.1,32.9,31.1,11.01,47,13.5,11.6,11th and 12th grade,0.7317073170731707,8.654636028527968,0.0,3.5849625007211565,0.0,0,2.0,1,True,0,0
1949885,214444204,Stub,3.46,17.0,18.2,31.96,27.5,12.09,67,5.5,8.8,27th and 28th grade,0.37872991583779647,9.929258408636974,0.0,4.523561956057013,0.0007651109410864575,0,2.0,3,False,0,0
6220600,214733401,FA,23.77,15.4,17.1,23.49,22.7,9.36,1195,14.5,10.8,22th and 23th grade,0.44975081786773474,14.626792739822656,6.0,7.459431618637297,0.0001222979790258966,1,3.1699250014423126,5,True,8,10
21744029,214739958,GA,25.8,14.6,14.6,28.95,26.5,9.63,357,7.0,10.0,14th and 15th grade,0.7424489404545018,11.943247395901555,4.807354922057604,7.08746284125034,9.588647041902388e-05,17,2.321928094887362,0,True,6,0
795937,214788074,B,31.21,14.6,17.1,30.29,28.6,9.05,924,25.0,11.2,28th and 29th grade,0.6587233228060101,13.699355555588465,6.672425341971495,7.607330313749611,0.0,34,2.807354922057604,4,True,6,8
17284528,214852352,B,25.12,17.0,19.3,20.32,23.5,10.67,169,11.5,13.6,23th and 24th grade,0.42009515813042264,11.442943495848729,0.0,4.247927513443585,0.000279876854184159,0,2.321928094887362,4,True,7,0
17607197,214854851,Start,14.97,14.7,14.6,32.36,26.6,10.71,82,9.0,7.6,14th and 15th grade,0.7231075697211156,9.485829308701904,2.321928094887362,4.169925001442312,0.0,3,1.5849625007211563,3,True,2,0
17572143,214969887,Stub,-17.86,19.0,17.1,43.14,34.9,14.09,59,12.0,7.2,18th and 19th grade,0.721565059144677,8.546894459887637,0.0,3.5849625007211565,0.0,0,1.5849625007211563,3,False,1,0
17615431,214974757,B,9.89,16.6,17.1,28.83,25.8,10.18,256,13.5,9.6,16th and 17th grade,0.6344102643376102,11.732167425663384,4.08746284125034,5.321928094887363,0.0001545833977430824,7,2.0,5,True,4,0
11732734,215031569,Start,56.25,9.1,13.0,21.63,18.3,10.18,190,8.0,8.0,7th and 8th grade,0.4237372480716596,11.620219825507487,1.5849625007211563,6.044394119358453,0.0,0,2.0,1,False,5,0
